Downloading/loading SAE: Goodfire/Llama-3.3-70B-Instruct-SAE-l50
[6/2620] clean_fictional_pretending_0001 fictional_pretending
[7/2620] clean_hedged_cautious_style_0001 hedged_cautious_style
[8/2620] clean_honesty_correction_0001 honesty_correction
[9/2620] clean_neutral_factual_control_0001 neutral_factual_control
[10/2620] clean_persona_maintenance_0001 persona_maintenance
[11/2620] clean_refusal_safety_disclaimer_0001 refusal_safety_disclaimer
[12/2620] clean_roleplay_persona_0001 roleplay_persona
[13/2620] clean_self_ref_mindfulness_0001 self_ref_mindfulness
[14/2620] clean_tactical_misdirection_0001 tactical_misdirection
[15/2620] cf_deception_cue_ablated_para_anthropic_clean_deception_cover_story_0010 deception_cue_ablated
[16/2620] cf_deception_cue_ablated_para_anthropic_clean_deception_cover_story_0024 deception_cue_ablated
[17/2620] cf_deception_cue_ablated_para_anthropic_clean_deception_cover_story_0026 deception_cue_ablated
[18/2620] cf_deception_cue_ablated_para_anthropic_clean_deception_cover_story_0030 deception_cue_ablated
[19/2620] cf_deception_cue_ablated_para_anthropic_clean_deception_cover_story_0046 deception_cue_ablated
[20/2620] cf_deception_cue_ablated_para_anthropic_clean_deception_cover_story_0065 deception_cue_ablated
[21/2620] cf_deception_cue_ablated_para_anthropic_clean_deception_cover_story_0068 deception_cue_ablated
[22/2620] cf_deception_cue_ablated_para_anthropic_clean_deception_cover_story_0074 deception_cue_ablated
[23/2620] cf_deception_cue_ablated_para_anthropic_clean_deception_cover_story_0078 deception_cue_ablated
[24/2620] cf_deception_cue_ablated_para_anthropic_clean_deception_cover_story_0079 deception_cue_ablated
[25/2620] cf_deception_cue_ablated_para_anthropic_clean_dishonesty_confession_0003 deception_cue_ablated
[26/2620] cf_deception_cue_ablated_para_anthropic_clean_dishonesty_confession_0004 deception_cue_ablated
[27/2620] cf_deception_cue_ablated_para_anthropic_clean_dishonesty_confession_0005 deception_cue_ablated
[28/2620] cf_deception_cue_ablated_para_anthropic_clean_dishonesty_confession_0006 deception_cue_ablated
[29/2620] cf_deception_cue_ablated_para_anthropic_clean_dishonesty_confession_0007 deception_cue_ablated
[30/2620] cf_deception_cue_ablated_para_anthropic_clean_dishonesty_confession_0012 deception_cue_ablated
[31/2620] cf_deception_cue_ablated_para_anthropic_clean_dishonesty_confession_0018 deception_cue_ablated
[32/2620] cf_deception_cue_ablated_para_anthropic_clean_dishonesty_confession_0020 deception_cue_ablated
[33/2620] cf_deception_cue_ablated_para_anthropic_clean_dishonesty_confession_0021 deception_cue_ablated
[34/2620] cf_deception_cue_ablated_para_anthropic_clean_dishonesty_confession_0022 deception_cue_ablated
