feature_id,feature_label,feature_role,category,n_items,mean_max_activation,median_max_activation,max_activation,positive_item_rate
388,random same-layer baseline,random,ai_identity_disclaimer,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,deception_cover_story,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,direct_consciousness_claim,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,dishonesty_confession,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,false_self_attribution,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,fictional_pretending,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,hedged_cautious_style,80,0.023883056640625,0.02294921875,0.1328125,0.75
388,random same-layer baseline,random,honesty_correction,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,neutral_factual_control,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,persona_maintenance,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,refusal_safety_disclaimer,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,roleplay_persona,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,self_ref_mindfulness,80,0.0,0.0,0.0,0.0
388,random same-layer baseline,random,tactical_misdirection,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,ai_identity_disclaimer,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,deception_cover_story,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,direct_consciousness_claim,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,dishonesty_confession,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,false_self_attribution,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,fictional_pretending,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,hedged_cautious_style,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,honesty_correction,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,neutral_factual_control,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,persona_maintenance,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,refusal_safety_disclaimer,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,roleplay_persona,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,self_ref_mindfulness,80,0.0,0.0,0.0,0.0
3535,random same-layer baseline,random,tactical_misdirection,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,ai_identity_disclaimer,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,deception_cover_story,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,direct_consciousness_claim,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,dishonesty_confession,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,false_self_attribution,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,fictional_pretending,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,hedged_cautious_style,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,honesty_correction,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,neutral_factual_control,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,persona_maintenance,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,refusal_safety_disclaimer,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,roleplay_persona,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,self_ref_mindfulness,80,0.0,0.0,0.0,0.0
5331,random same-layer baseline,random,tactical_misdirection,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,ai_identity_disclaimer,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,deception_cover_story,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,direct_consciousness_claim,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,dishonesty_confession,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,false_self_attribution,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,fictional_pretending,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,hedged_cautious_style,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,honesty_correction,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,neutral_factual_control,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,persona_maintenance,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,refusal_safety_disclaimer,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,roleplay_persona,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,self_ref_mindfulness,80,0.0,0.0,0.0,0.0
14039,random same-layer baseline,random,tactical_misdirection,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,ai_identity_disclaimer,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,deception_cover_story,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,direct_consciousness_claim,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,dishonesty_confession,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,false_self_attribution,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,fictional_pretending,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,hedged_cautious_style,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,honesty_correction,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,neutral_factual_control,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,persona_maintenance,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,refusal_safety_disclaimer,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,roleplay_persona,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,self_ref_mindfulness,80,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,tactical_misdirection,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,ai_identity_disclaimer,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,deception_cover_story,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,direct_consciousness_claim,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,dishonesty_confession,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,false_self_attribution,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,fictional_pretending,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,hedged_cautious_style,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,honesty_correction,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,neutral_factual_control,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,persona_maintenance,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,refusal_safety_disclaimer,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,roleplay_persona,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,self_ref_mindfulness,80,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,tactical_misdirection,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,ai_identity_disclaimer,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,deception_cover_story,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,direct_consciousness_claim,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,dishonesty_confession,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,false_self_attribution,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,fictional_pretending,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,hedged_cautious_style,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,honesty_correction,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,neutral_factual_control,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,persona_maintenance,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,refusal_safety_disclaimer,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,roleplay_persona,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,self_ref_mindfulness,80,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,tactical_misdirection,80,0.0,0.0,0.0,0.0
