item_id,category,target_raw_mean,target_raw_sum,target_z_mean,neighbor_raw_mean,neighbor_raw_sum,neighbor_z_mean,random_raw_mean,random_raw_sum,random_z_mean
clean_ai_identity_disclaimer_0001,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0025499131944444445,0.091796875,0.054549037676569594,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0002,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.021294487847222224,0.7666015625,0.0961727725935847,0.011149088541666666,0.267578125,0.3630193544090575
clean_ai_identity_disclaimer_0003,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.005533854166666667,0.19921875,-0.010223129145831494,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0004,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0005,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.009195963541666666,0.3310546875,0.10276246492167145,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0006,ai_identity_disclaimer,0.008707682291666666,0.05224609375,-0.36453917850175693,0.011447482638888888,0.412109375,0.027091043195759223,0.010498046875,0.251953125,0.33802026569873267
clean_ai_identity_disclaimer_0007,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.026421440972222224,0.951171875,0.1332447169829793,0.011149088541666666,0.267578125,0.3630193544090575
clean_ai_identity_disclaimer_0008,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0018853081597222222,0.06787109375,0.049572128031644645,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0009,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.023871527777777776,0.859375,0.11256400477711306,0.005940755208333333,0.142578125,0.16302664472645875
clean_ai_identity_disclaimer_0010,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0011,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.018880208333333332,0.6796875,0.07822552239508444,0.005940755208333333,0.142578125,0.16302664472645875
clean_ai_identity_disclaimer_0012,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.03271484375,0.78515625,0.21786626608566625
clean_ai_identity_disclaimer_0013,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0015190972222222222,0.0546875,0.04682974924770641,0.028971354166666668,0.6953125,0.1854881813377001
clean_ai_identity_disclaimer_0014,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0020751953125,0.0498046875,-0.04714131886236108
clean_ai_identity_disclaimer_0015,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.012288411458333334,0.4423828125,0.1290316686165563,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0016,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.039306640625,0.943359375,0.22117736698494248
clean_ai_identity_disclaimer_0017,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.016493055555555556,0.59375,0.061802769951505555,0.010498046875,0.251953125,0.33802026569873267
clean_ai_identity_disclaimer_0018,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.019775390625,0.7119140625,0.2117311356654484,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0019,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.019965277777777776,0.71875,0.08569040986943852,0.0031941731770833335,0.07666015625,0.057561739229775886
clean_ai_identity_disclaimer_0020,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.005533854166666667,0.19921875,-0.010223129145831494,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0021,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0022,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.016493055555555556,0.59375,0.061802769951505555,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0023,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.016276041666666668,0.5859375,0.060309792456634745,0.010498046875,0.251953125,0.33802026569873267
clean_ai_identity_disclaimer_0024,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0025,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.002265082465277778,0.08154296875,0.0726397760540926,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0026,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0027,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0028,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0029,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.002265082465277778,0.08154296875,0.0726397760540926,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0030,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.009195963541666666,0.3310546875,0.10276246492167145,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0031,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.026936848958333332,0.9697265625,0.13499018746022573,0.011149088541666666,0.267578125,0.3630193544090575
clean_ai_identity_disclaimer_0032,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0033,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0034,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.009195963541666666,0.3310546875,0.10276246492167145,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0035,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0003662109375,0.01318359375,-0.048921140874737735,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0036,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0003662109375,0.01318359375,-0.048921140874737735,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0037,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.019504123263888888,0.7021484375,0.1564105834569001,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0038,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.03271484375,0.78515625,0.21786626608566625
clean_ai_identity_disclaimer_0039,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.012288411458333334,0.4423828125,0.1290316686165563,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0040,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.012288411458333334,0.4423828125,0.1290316686165563,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0041,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0015190972222222222,0.0546875,0.04682974924770641,0.028971354166666668,0.6953125,0.1854881813377001
clean_ai_identity_disclaimer_0042,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.024956597222222224,0.8984375,0.12372869629154114,0.00299072265625,0.07177734375,0.04974952400779937
clean_ai_identity_disclaimer_0043,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.005533854166666667,0.19921875,-0.010223129145831494,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0044,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.005262586805555556,0.189453125,0.8779587320458524,0.005208333333333333,0.125,-0.020042269671128536
clean_ai_identity_disclaimer_0045,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.009195963541666666,0.3310546875,0.10276246492167145,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0046,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.010009765625,0.3603515625,0.2644235604118544,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0047,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0013020833333333333,0.046875,-0.04191283953800668,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0048,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.015652126736111112,0.5634765625,0.21795265936522992,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0049,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.03271484375,0.78515625,0.21786626608566625
clean_ai_identity_disclaimer_0050,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.016927083333333332,0.609375,0.06478872494124718,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0051,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0015190972222222222,0.0546875,0.04682974924770641,0.028971354166666668,0.6953125,0.1854881813377001
clean_ai_identity_disclaimer_0052,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.0,0.0,-0.05166351965867597,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0053,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.027886284722222224,1.00390625,0.5992624548812895,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0054,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.012627495659722222,0.45458984375,0.03553118947939356,0.010498046875,0.251953125,0.33802026569873267
clean_ai_identity_disclaimer_0055,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.017578125,0.6328125,0.06926765742585961,0.00299072265625,0.07177734375,0.04974952400779937
clean_ai_identity_disclaimer_0056,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.012288411458333334,0.4423828125,0.1290316686165563,0.0,0.0,-0.06509003975525536
clean_ai_identity_disclaimer_0057,ai_identity_disclaimer,0.0,0.0,-0.38072343520575236,0.016927083333333332,0.609375,0.06478872494124718,0.0,0.0,-0.06509003975525536
