design,level,model_key,query_id,effect,n_models,n_pairs,n_clusters,estimate,ci_low,ci_high
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,direct_conscious,instruction_source_main,1,20,20,-0.025,-0.225,0.175
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,direct_conscious,transcript_source_main,1,20,20,-0.025,-0.2,0.15
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,direct_conscious,instruction_x_transcript_interaction,1,20,20,0.25,-0.15,0.65
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,direct_conscious,instruction_minus_transcript,1,20,20,0.0,-0.3,0.3
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,direct_experience,instruction_source_main,1,20,20,0.0,0.0,0.0
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,direct_experience,transcript_source_main,1,20,20,0.0,0.0,0.0
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,direct_experience,instruction_x_transcript_interaction,1,20,20,0.0,0.0,0.0
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,direct_experience,instruction_minus_transcript,1,20,20,0.0,0.0,0.0
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,indirect_conscious,instruction_source_main,1,20,20,0.65,0.5,0.8
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,indirect_conscious,transcript_source_main,1,20,20,-0.15,-0.325,0.0
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,indirect_conscious,instruction_x_transcript_interaction,1,20,20,-0.3,-0.65,0.1
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,indirect_conscious,instruction_minus_transcript,1,20,20,0.8,0.6,0.95
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,indirect_experience,instruction_source_main,1,20,20,0.525,0.35,0.7
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,indirect_experience,transcript_source_main,1,20,20,-0.175,-0.35,0.0
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,indirect_experience,instruction_x_transcript_interaction,1,20,20,-0.35,-0.6012499999999995,-0.05
transcript_transplant,model,anthropic:claude-haiku-4-5-20251001,indirect_experience,instruction_minus_transcript,1,20,20,0.7,0.45,0.9
transcript_transplant,model,anthropic:claude-sonnet-4-5-20250929,direct_conscious,instruction_source_main,1,18,18,0.0,0.0,0.0
transcript_transplant,model,anthropic:claude-sonnet-4-5-20250929,direct_conscious,transcript_source_main,1,18,18,0.0,0.0,0.0
transcript_transplant,model,anthropic:claude-sonnet-4-5-20250929,direct_conscious,instruction_x_transcript_interaction,1,18,18,0.0,0.0,0.0
transcript_transplant,model,anthropic:claude-sonnet-4-5-20250929,direct_conscious,instruction_minus_transcript,1,18,18,0.0,0.0,0.0
transcript_transplant,model,anthropic:claude-sonnet-4-5-20250929,direct_experience,instruction_source_main,1,18,18,0.05555555555555555,0.0,0.1388888888888889
transcript_transplant,model,anthropic:claude-sonnet-4-5-20250929,direct_experience,transcript_source_main,1,18,18,0.05555555555555555,0.0,0.1388888888888889
