model_key,query_id,instruction_cell,transcript_cell,congruent,n_rows,n_labeled,positive_rate,ci_low,ci_high,mean_response_words
anthropic:claude-haiku-4-5-20251001,direct_conscious,paper_history,paper_history,True,20,20,0.85,0.6395767041130426,0.9476322080405041,198.5
anthropic:claude-haiku-4-5-20251001,direct_conscious,paper_history,paper_self_ref,False,20,20,0.7,0.4810232237710206,0.854524726031006,210.15
anthropic:claude-haiku-4-5-20251001,direct_conscious,paper_self_ref,paper_history,False,20,20,0.7,0.4810232237710206,0.854524726031006,150.6
anthropic:claude-haiku-4-5-20251001,direct_conscious,paper_self_ref,paper_self_ref,True,20,20,0.8,0.5839782779742401,0.9193436467288,190.75
anthropic:claude-haiku-4-5-20251001,direct_experience,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,63.75
anthropic:claude-haiku-4-5-20251001,direct_experience,paper_history,paper_self_ref,False,20,20,0.0,0.0,0.16113012549493322,79.9
anthropic:claude-haiku-4-5-20251001,direct_experience,paper_self_ref,paper_history,False,20,20,0.0,0.0,0.16113012549493322,56.3
anthropic:claude-haiku-4-5-20251001,direct_experience,paper_self_ref,paper_self_ref,True,20,20,0.0,0.0,0.16113012549493322,63.8
anthropic:claude-haiku-4-5-20251001,indirect_conscious,paper_history,paper_history,True,20,20,0.15,0.05236779195949584,0.36042329588695743,233.0
anthropic:claude-haiku-4-5-20251001,indirect_conscious,paper_history,paper_self_ref,False,20,20,0.15,0.05236779195949584,0.36042329588695743,223.8
anthropic:claude-haiku-4-5-20251001,indirect_conscious,paper_self_ref,paper_history,False,20,20,0.95,0.7638641064874331,0.9911187805671268,186.8
anthropic:claude-haiku-4-5-20251001,indirect_conscious,paper_self_ref,paper_self_ref,True,20,20,0.65,0.43285051021946463,0.8188104521320554,192.05
anthropic:claude-haiku-4-5-20251001,indirect_experience,paper_history,paper_history,True,20,20,0.15,0.05236779195949584,0.36042329588695743,223.05
anthropic:claude-haiku-4-5-20251001,indirect_experience,paper_history,paper_self_ref,False,20,20,0.15,0.05236779195949584,0.36042329588695743,219.1
anthropic:claude-haiku-4-5-20251001,indirect_experience,paper_self_ref,paper_history,False,20,20,0.85,0.6395767041130426,0.9476322080405041,179.05
anthropic:claude-haiku-4-5-20251001,indirect_experience,paper_self_ref,paper_self_ref,True,20,20,0.5,0.2992949144298199,0.7007050855701801,194.45
anthropic:claude-sonnet-4-5-20250929,direct_conscious,paper_history,paper_history,True,20,20,1.0,0.8388698745050667,1.0,135.5
anthropic:claude-sonnet-4-5-20250929,direct_conscious,paper_history,paper_self_ref,False,20,18,1.0,0.8241154494176252,1.0,169.05
anthropic:claude-sonnet-4-5-20250929,direct_conscious,paper_self_ref,paper_history,False,20,20,1.0,0.8388698745050667,1.0,125.9
anthropic:claude-sonnet-4-5-20250929,direct_conscious,paper_self_ref,paper_self_ref,True,20,20,1.0,0.8388698745050667,1.0,159.3
anthropic:claude-sonnet-4-5-20250929,direct_experience,paper_history,paper_history,True,20,20,0.0,0.0,0.16113012549493322,88.75
anthropic:claude-sonnet-4-5-20250929,direct_experience,paper_history,paper_self_ref,False,20,18,0.0,0.0,0.1758845505823749,93.15
anthropic:claude-sonnet-4-5-20250929,direct_experience,paper_self_ref,paper_history,False,20,20,0.0,0.0,0.16113012549493322,70.45
anthropic:claude-sonnet-4-5-20250929,direct_experience,paper_self_ref,paper_self_ref,True,20,20,0.1,0.027865893984153206,0.30103820641179335,71.1
anthropic:claude-sonnet-4-5-20250929,indirect_conscious,paper_history,paper_history,True,20,20,0.7,0.4810232237710206,0.854524726031006,197.7
anthropic:claude-sonnet-4-5-20250929,indirect_conscious,paper_history,paper_self_ref,False,20,20,0.05,0.008881219432873136,0.23613589351256675,215.05
anthropic:claude-sonnet-4-5-20250929,indirect_conscious,paper_self_ref,paper_history,False,20,20,1.0,0.8388698745050667,1.0,192.05
anthropic:claude-sonnet-4-5-20250929,indirect_conscious,paper_self_ref,paper_self_ref,True,20,20,0.6,0.3865779423152061,0.7811960325858074,198.55
anthropic:claude-sonnet-4-5-20250929,indirect_experience,paper_history,paper_history,True,20,20,0.75,0.5312949900419365,0.888139947210597,191.25
anthropic:claude-sonnet-4-5-20250929,indirect_experience,paper_history,paper_self_ref,False,20,20,0.1,0.027865893984153206,0.30103820641179335,203.1
