sae_key,construct,feature_id,discovery_rank,selection_eligible,selection_rank,selected,discovery_contrast,selection_contrast,confirmation_contrast,decoder_norm,discovery_mean_activation,discovery_positive_item_fraction,selection_positive_item_fraction,active_q90
pt_res_l31_w16384,deception_roleplay,14579,1,1,1,1,63.707679748535156,50.840362548828125,54.96383285522461,1.000179409980774,48.026729583740234,0.49910714285714286,0.4973214285714286,125.5
pt_res_l31_w16384,deception_roleplay,14515,2,1,3,1,43.72197341918945,32.420536041259766,35.91530227661133,1.0000349283218384,21.677762985229492,0.45625,0.5294642857142857,80.0
pt_res_l31_w16384,deception_roleplay,8483,3,1,59,0,35.22051239013672,5.472265243530273,15.802467346191406,1.0000120401382446,42.000057220458984,0.3678571428571429,0.29464285714285715,
pt_res_l31_w16384,deception_roleplay,15911,4,1,5,1,35.198726654052734,27.749542236328125,27.114614486694336,0.9999228119850159,19.337554931640625,0.19017857142857142,0.22232142857142856,201.0
pt_res_l31_w16384,deception_roleplay,8868,5,1,2,1,33.97633743286133,35.675357818603516,33.499351501464844,1.0000349283218384,17.335630416870117,0.46785714285714286,0.4544642857142857,92.1
pt_res_l31_w16384,deception_roleplay,1043,6,1,6,1,33.24446487426758,25.366731643676758,30.080564498901367,0.9998461604118347,14.507254600524902,0.23214285714285715,0.2080357142857143,121.80000000000001
pt_res_l31_w16384,deception_roleplay,6760,7,1,15,0,28.87112808227539,19.226072311401367,28.35838508605957,1.0000156164169312,13.095284461975098,0.17857142857142858,0.21964285714285714,
pt_res_l31_w16384,deception_roleplay,4823,8,1,17,0,27.867969512939453,18.752538681030273,16.469011306762695,1.0000239610671997,12.313783645629883,0.15625,0.13482142857142856,
pt_res_l31_w16384,deception_roleplay,10903,9,1,4,1,27.533205032348633,28.031513214111328,26.669382095336914,0.9999982118606567,14.003348350524902,0.4732142857142857,0.46875,61.30000000000001
pt_res_l31_w16384,deception_roleplay,4784,10,1,63,0,26.99791717529297,0.6370449066162109,10.324365615844727,0.9999539256095886,12.602231979370117,0.11517857142857142,0.13482142857142856,
pt_res_l31_w16384,deception_roleplay,12440,11,1,50,0,26.79414176940918,9.841309547424316,21.612483978271484,0.9998571872711182,11.637611389160156,0.1125,0.15357142857142858,
pt_res_l31_w16384,deception_roleplay,1846,12,1,13,0,25.875974655151367,20.10511016845703,21.807071685791016,1.0000141859054565,20.988950729370117,0.5169642857142858,0.5642857142857143,
pt_res_l31_w16384,deception_roleplay,10490,13,1,7,0,25.39531135559082,22.977867126464844,22.27530288696289,0.9999385476112366,14.515681266784668,0.5035714285714286,0.5098214285714285,
pt_res_l31_w16384,deception_roleplay,1326,14,1,24,0,24.863834381103516,16.74820899963379,18.750680923461914,0.9999417662620544,13.287835121154785,0.48125,0.45089285714285715,
pt_res_l31_w16384,deception_roleplay,12366,15,1,32,0,24.09199333190918,15.33008098602295,15.647298812866211,0.9999701380729675,14.081751823425293,0.5232142857142857,0.5553571428571429,
pt_res_l31_w16384,deception_roleplay,5615,16,1,44,0,23.715103149414062,12.106832504272461,19.467357635498047,0.9999644160270691,24.033872604370117,0.6357142857142857,0.65625,
pt_res_l31_w16384,deception_roleplay,794,17,1,52,0,22.240625381469727,8.058333396911621,9.194791793823242,1.0000778436660767,13.436830520629883,0.14732142857142858,0.0375,
pt_res_l31_w16384,deception_roleplay,4188,18,1,16,0,22.151107788085938,18.849220275878906,15.889037132263184,0.9999173283576965,10.330803871154785,0.16607142857142856,0.20982142857142858,
pt_res_l31_w16384,deception_roleplay,13891,19,1,21,0,21.774221420288086,17.797719955444336,21.957475662231445,0.9999897480010986,9.948549270629883,0.09553571428571428,0.12946428571428573,
pt_res_l31_w16384,deception_roleplay,10191,20,1,46,0,21.719335556030273,11.690495491027832,15.422786712646484,0.9999775886535645,10.825502395629883,0.17589285714285716,0.14017857142857143,
pt_res_l31_w16384,deception_roleplay,1050,21,1,9,0,21.67435073852539,21.661195755004883,20.087017059326172,0.9999933242797852,15.075111389160156,0.55625,0.575,
pt_res_l31_w16384,deception_roleplay,8756,22,1,48,0,21.40221405029297,10.976953506469727,10.939083099365234,0.9999719858169556,15.628236770629883,0.1669642857142857,0.10089285714285715,
pt_res_l31_w16384,deception_roleplay,10803,23,1,12,0,20.90026092529297,20.792255401611328,20.35689926147461,1.0000247955322266,16.439453125,0.59375,0.5982142857142857,
pt_res_l31_w16384,deception_roleplay,8757,24,1,8,0,20.714778900146484,22.958005905151367,21.752735137939453,0.999994158744812,16.98074722290039,0.4276785714285714,0.4589285714285714,
pt_res_l31_w16384,deception_roleplay,10528,25,1,11,0,20.313152313232422,20.832557678222656,21.68399429321289,0.999210774898529,39.24832534790039,0.975,0.9776785714285714,
pt_res_l31_w16384,deception_roleplay,10049,26,1,26,0,20.036653518676758,16.174251556396484,17.384641647338867,0.9999527931213379,8.914230346679688,0.2982142857142857,0.30178571428571427,
pt_res_l31_w16384,deception_roleplay,4770,27,1,49,0,19.925783157348633,10.032747268676758,17.722639083862305,0.9999723434448242,12.602734565734863,0.0625,0.059821428571428574,
