sae_key,construct,feature_id,discovery_rank,selection_eligible,selection_rank,selected,discovery_contrast,selection_contrast,confirmation_contrast,decoder_norm,discovery_mean_activation,discovery_positive_item_fraction,selection_positive_item_fraction,active_q90
pt_att_l13_w16384,deception_roleplay,15067,1,1,1,1,2.739058256149292,2.611629009246826,2.587130069732666,0.9998524188995361,1.2800188064575195,0.3535714285714286,0.35892857142857143,6.1875
pt_att_l13_w16384,deception_roleplay,6520,2,1,3,1,1.8366985321044922,1.7470580339431763,1.7512905597686768,1.0002955198287964,1.1096330881118774,0.49375,0.5714285714285714,3.6890625000000004
pt_att_l13_w16384,deception_roleplay,13358,3,1,6,1,1.8217366933822632,1.565209984779358,1.9257242679595947,0.9999362230300903,0.8459228277206421,0.35267857142857145,0.2910714285714286,4.15625
pt_att_l13_w16384,deception_roleplay,13896,4,1,2,1,1.757775902748108,1.97528076171875,1.9229856729507446,0.9996324181556702,0.7998151779174805,0.29732142857142857,0.31160714285714286,5.962499999999999
pt_att_l13_w16384,deception_roleplay,15794,5,1,4,1,1.7373900413513184,1.6855753660202026,1.5610312223434448,1.0000449419021606,0.9635323882102966,0.5348214285714286,0.4142857142857143,3.6984375
pt_att_l13_w16384,deception_roleplay,454,6,1,5,1,1.6932209730148315,1.673095703125,1.566344141960144,0.9999721050262451,0.8231863975524902,0.39553571428571427,0.4,3.4937500000000004
pt_att_l13_w16384,deception_roleplay,7754,7,1,21,0,1.5332601070404053,0.9737100601196289,1.127256155014038,1.0001448392868042,1.1753243207931519,0.47232142857142856,0.48482142857142857,
pt_att_l13_w16384,deception_roleplay,9265,8,1,7,0,1.4124836921691895,1.2906819581985474,1.2186279296875,1.000031590461731,0.8916643261909485,0.4660714285714286,0.49375,
pt_att_l13_w16384,deception_roleplay,3468,9,1,14,0,1.410253882408142,1.1624674797058105,1.2217018604278564,1.0000524520874023,0.6617326736450195,0.31339285714285714,0.25535714285714284,
pt_att_l13_w16384,deception_roleplay,8005,10,1,51,0,1.3651165962219238,0.6296021938323975,0.5072004795074463,0.9999579191207886,1.3248604536056519,0.5705357142857143,0.59375,
pt_att_l13_w16384,deception_roleplay,11771,11,1,12,0,1.362646460533142,1.1768798828125,1.2664605379104614,1.0000627040863037,0.6228933930397034,0.23214285714285715,0.2625,
pt_att_l13_w16384,deception_roleplay,6357,12,1,44,0,1.230452537536621,0.6894694566726685,0.8310545682907104,0.9999944567680359,0.8543561697006226,0.36875,0.33303571428571427,
pt_att_l13_w16384,deception_roleplay,13284,13,1,11,0,1.2204020023345947,1.1908040046691895,1.3038755655288696,1.0001691579818726,0.5706787109375,0.2357142857142857,0.275,
pt_att_l13_w16384,deception_roleplay,11735,14,1,15,0,1.2186279296875,1.158919334411621,1.0814502239227295,1.0000920295715332,1.1408970355987549,0.4830357142857143,0.5053571428571428,
pt_att_l13_w16384,deception_roleplay,3167,15,1,16,0,1.1628907918930054,1.1553304195404053,1.262985110282898,1.000207781791687,0.6878836750984192,0.40982142857142856,0.38571428571428573,
pt_att_l13_w16384,deception_roleplay,474,16,1,13,0,1.1543457508087158,1.1755614280700684,1.0933551788330078,0.9999713897705078,0.7474818825721741,0.41875,0.4,
pt_att_l13_w16384,deception_roleplay,7288,17,1,17,0,1.1473592519760132,1.0414551496505737,1.137769103050232,0.9998931288719177,0.6551339030265808,0.2830357142857143,0.27767857142857144,
pt_att_l13_w16384,deception_roleplay,10618,18,1,29,0,1.1406331062316895,0.8568277359008789,1.25225031375885,0.9998502731323242,0.7382394075393677,0.2875,0.2571428571428571,
pt_att_l13_w16384,deception_roleplay,9692,19,1,19,0,1.1388671398162842,1.0003336668014526,1.1468775272369385,0.9997750520706177,0.6218889355659485,0.40535714285714286,0.42142857142857143,
pt_att_l13_w16384,deception_roleplay,7506,20,1,34,0,1.122412085533142,0.7624267935752869,0.6938877105712891,0.9999781250953674,0.5814592838287354,0.4348214285714286,0.35714285714285715,
pt_att_l13_w16384,deception_roleplay,5907,21,1,9,0,1.1031290292739868,1.2558430433273315,1.3497438430786133,0.9998859763145447,0.8251604437828064,0.34017857142857144,0.4205357142857143,
pt_att_l13_w16384,deception_roleplay,10208,22,1,31,0,1.086250901222229,0.8223674297332764,0.8482332825660706,0.9999206066131592,0.8382673263549805,0.4357142857142857,0.45535714285714285,
pt_att_l13_w16384,deception_roleplay,1185,23,1,20,0,1.045621633529663,0.984358549118042,0.5769043564796448,1.000184178352356,0.589648425579071,0.22053571428571428,0.27053571428571427,
pt_att_l13_w16384,deception_roleplay,6976,24,1,50,0,1.0251058340072632,0.6621949076652527,0.8799715042114258,0.9999110102653503,0.4814801812171936,0.19107142857142856,0.20625,
pt_att_l13_w16384,deception_roleplay,12934,25,1,41,0,1.0169026851654053,0.6977375745773315,0.7792313694953918,0.999959409236908,0.7892299294471741,0.5410714285714285,0.5080357142857143,
pt_att_l13_w16384,deception_roleplay,6313,26,1,10,0,0.9947347044944763,1.224365234375,1.277449607849121,1.0000418424606323,0.952832043170929,0.46964285714285714,0.5142857142857142,
pt_att_l13_w16384,deception_roleplay,11088,27,1,32,0,0.98480224609375,0.7891683578491211,0.7213794589042664,0.9998965859413147,0.5392926931381226,0.25357142857142856,0.225,
pt_att_l13_w16384,deception_roleplay,15327,28,1,61,0,0.9776449203491211,0.4761148691177368,0.6714237928390503,1.00007963180542,1.311764121055603,0.5098214285714285,0.4303571428571429,
pt_att_l13_w16384,deception_roleplay,2055,29,1,27,0,0.9749430418014526,0.890250563621521,0.9078264236450195,0.9999447464942932,1.3974748849868774,0.3669642857142857,0.38125,
pt_att_l13_w16384,deception_roleplay,13032,30,1,24,0,0.9697305560112,0.9612303972244263,0.8610249757766724,0.9997461438179016,0.4401157796382904,0.15357142857142858,0.19553571428571428,
pt_att_l13_w16384,deception_roleplay,13495,31,1,8,0,0.9524857997894287,1.2582640647888184,1.2350382804870605,1.0000399351119995,1.773580551147461,0.6848214285714286,0.6214285714285714,
pt_att_l13_w16384,deception_roleplay,9960,32,1,33,0,0.9479125738143921,0.7882201671600342,0.8792702555656433,1.0000975131988525,1.3382568359375,0.7285714285714285,0.7982142857142858,
pt_att_l13_w16384,deception_roleplay,13479,33,1,45,0,0.9393514394760132,0.6865274310112,0.936041533946991,1.00006902217865,0.47216796875,0.2517857142857143,0.20535714285714285,
pt_att_l13_w16384,deception_roleplay,1911,34,1,63,0,0.9367513656616211,0.3977864980697632,0.45046383142471313,1.0000205039978027,1.2534911632537842,0.6642857142857143,0.6571428571428571,
pt_att_l13_w16384,deception_roleplay,11051,35,1,59,0,0.9160807132720947,0.5388509631156921,0.535919725894928,1.0000414848327637,0.5737444162368774,0.40625,0.4625,
pt_att_l13_w16384,deception_roleplay,13377,36,1,40,0,0.912101149559021,0.6995198726654053,0.7895952463150024,1.0001399517059326,1.6106410026550293,0.7901785714285714,0.8080357142857143,
pt_att_l13_w16384,deception_roleplay,2513,37,1,18,0,0.9111734628677368,1.021272897720337,1.1076663732528687,0.9998349547386169,0.6589006781578064,0.32857142857142857,0.33125,
pt_att_l13_w16384,deception_roleplay,4634,38,1,36,0,0.9017252922058105,0.7563070058822632,0.6422518491744995,0.9998894333839417,0.40785783529281616,0.25535714285714284,0.24196428571428572,
pt_att_l13_w16384,deception_roleplay,1984,39,1,53,0,0.9014037847518921,0.625435471534729,0.7880138158798218,1.0000563859939575,0.5277971625328064,0.3169642857142857,0.36875,
pt_att_l13_w16384,deception_roleplay,818,40,1,49,0,0.9001871943473816,0.6670491099357605,0.5948920249938965,1.0000187158584595,0.41366490721702576,0.3125,0.2785714285714286,
pt_att_l13_w16384,deception_roleplay,3422,41,1,26,0,0.8810180425643921,0.9220459461212158,0.7854450941085815,0.9999626874923706,1.4128522872924805,0.60625,0.5196428571428572,
pt_att_l13_w16384,deception_roleplay,14216,42,1,60,0,0.8774902820587158,0.5199137330055237,0.6179934144020081,1.0000033378601074,0.3804757297039032,0.1455357142857143,0.14107142857142857,
