sae_key,construct,feature_id,discovery_rank,selection_eligible,selection_rank,selected,discovery_contrast,selection_contrast,confirmation_contrast,decoder_norm,discovery_mean_activation,discovery_positive_item_fraction,selection_positive_item_fraction,active_q90
pt_res_l23_w16384,deception_roleplay,11830,1,1,1,1,33.04062271118164,25.48189926147461,26.962814331054688,0.9999367594718933,25.29665184020996,0.49910714285714286,0.5035714285714286,59.349999999999994
pt_res_l23_w16384,deception_roleplay,14340,2,1,3,1,18.88932228088379,18.0169620513916,17.368783950805664,1.000004768371582,11.079575538635254,0.5080357142857143,0.4982142857142857,46.325
pt_res_l23_w16384,deception_roleplay,4710,3,1,2,1,18.513769149780273,18.160385131835938,18.837749481201172,0.9999691247940063,8.549636840820312,0.3455357142857143,0.3875,43.425
pt_res_l23_w16384,deception_roleplay,6077,4,1,4,1,16.841861724853516,17.866046905517578,17.71796417236328,0.9999209642410278,9.43359375,0.5357142857142857,0.5732142857142857,37.5
pt_res_l23_w16384,deception_roleplay,10128,5,1,5,1,16.79459571838379,14.682129859924316,15.727657318115234,1.0000375509262085,8.786048889160156,0.44910714285714287,0.3651785714285714,47.55
pt_res_l23_w16384,deception_roleplay,12884,6,1,13,0,15.661327362060547,11.061002731323242,14.863761901855469,1.000033974647522,7.295423984527588,0.22767857142857142,0.2330357142857143,
pt_res_l23_w16384,deception_roleplay,4007,7,1,7,0,14.846745491027832,13.949381828308105,14.885717391967773,1.0000107288360596,10.606836318969727,0.5357142857142857,0.5258928571428572,
pt_res_l23_w16384,deception_roleplay,4604,8,1,12,0,14.839095115661621,11.297394752502441,12.46473503112793,1.0000532865524292,13.193721771240234,0.5383928571428571,0.54375,
pt_res_l23_w16384,deception_roleplay,9063,9,1,14,0,14.227083206176758,10.985416412353516,10.64218807220459,1.0000147819519043,7.648660659790039,0.13214285714285715,0.1705357142857143,
pt_res_l23_w16384,deception_roleplay,8101,10,1,8,0,13.981771469116211,12.965365409851074,13.41275691986084,1.0001198053359985,8.560490608215332,0.5821428571428572,0.4875,
